kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,"The Government were, however, not in a position to provide any details of such ""deals"" as it would adversely affect the confidentiality of the criminal proceedings instituted against the applicant and eight other former government members.",0,882,0,1,0,239,36,0.5541689396
none,"The Government's argument, as the Court understands it, is that, whilst Article 10 (art.",0,736,0,3,0,88,14,0.3067387938
none,The High Contracting Parties undertake not to hinder in any way the effective exercise of this right.,0,833,1,2,254,355,17,0.5546072721
none,"The Inspectors described Lonrho and the Fayed brothers as ""bitterly antagonistic parties"" (see paragraph 19 in fine above).",0,388,0,1,0,123,18,0.4552791119
none,"The Inspectors did not adjudicate, either in form or in substance.",0,391,0,1,0,66,11,0.3784689903
none,The Inspectors' report was published a week after the DPP and SFO statements.,0,1101,0,1,0,77,13,0.4078083336
none,The International Convention on the Elimination of All Forms of Racial Discrimination probably does not require the punishment of journalists responsible for a television spot of this kind.,0,729,0,1,0,189,28,0.6480823159
none,The Union is a non-governmental.,0,1408,0,2,0,32,6,0.5791810751
none,The actual opinion of believers remains unknown.,0,1879,0,1,0,48,7,0.3760635853
none,"The applicant also points, in this respect, to an inequality of.",0,1069,0,7,0,64,11,0.4221942127
none,The applicant also rebutted some of the racist statements for instance by recalling that there were black people who had important jobs.,0,720,0,1,0,136,22,0.506241858
none,The applicant also refers to.,0,1060,0,3,0,29,5,0.3309203982
none,The applicant also submits that the drawing of an incriminating.,0,1239,0,7,0,64,10,0.3193245232
none,"The applicant and the Commission emphasised that, taken in the context of the broadcast as a whole, the offending remarks had the effect of ridiculing their authors rather than promoting their racist views.",0,688,0,1,0,206,33,0.4751821756
none,"The applicant cannot, therefore, be regarded as a victim of a.
 violation of Article 7 (Art.",0,1462,0,2,0,92,17,0.4430316985
none,"The applicant does not dispute the existence of a legal basis for his conviction, but he maintains that the conviction and punishment inflicted upon him were without any legitimate purpose",0,43,0,1,0,188,30,0.5293758512
none,"The applicant filed his appeal the next day, on 15 February 2001, whilst he was serving the five-day sentence of imprisonment.",0,1525,0,1,0,126,22,0.4946326017
none,The applicant had been found guilty of a violation of the criminal law which both the Assize Court and the Supreme Court had considered to be sufficiently serious to justify a prison sentence.,0,1567,0,1,0,192,33,0.5743513107
none,"The applicant had deliberately included the offensive statements in the programme, not with the intention of disseminating racist opinions, but in order to counter them through exposure.",0,690,0,1,0,186,27,0.5105811357
none,The applicant in this respect considers that the.,0,1391,0,4,0,49,8,0.3130375147
none,"The applicant left Turkey in 1983 and made his way to Switzerland, where he applied for political asylum; this application was rejected by the Minister for Refugees in 1989 (see paragraph 10 above).",0,559,0,1,0,198,33,0.4439104199
none,"The applicant pointed out that he tried to show, analyse and explain to his viewers a new phenomenon in Denmark at the time, that of violent racism practised by inarticulate and socially disadvantaged youths.",0,691,0,1,0,208,34,0.5117066503
none,"The applicant relied on medical reports which revealed that his condition had been stable for a long period (since 1998) but, immediately after his imprisonment, he had suffered serious complications.",0,1566,0,1,0,200,30,0.5694124103
none,"The applicant submitted that any purported remedy is illusory, inadequate and ineffective.",0,66,0,1,0,90,12,0.5190074444
none,"The applicant submitted that his case had received extensive publicity in Cyprus and abroad, something which had caused him severe stress, mental suffering and aggravation.",0,1558,0,1,0,172,25,0.4890164733
none,The applicant underlines that for.,0,1398,0,3,0,34,5,0.3329384327
none,The applicant was not detained on remand prior to his trial and the judicial control of the lawfulness of his subsequent detention after conviction was provided by the first instance court,0,6,0,1,0,188,31,0.4969306588
none,The applicant was not detained on remand prior to his trial and the judicial control of the lawfulness of his subsequent detention after conviction was provided by the first instance court (cf.,0,7,0,5,0,193,32,0.4436896145
none,The applicant's appeal to the County Administrative.,0,1303,0,2,0,52,7,0.3331559896
none,The applicant's submissions do not disclose any special.,0,1252,0,4,0,56,8,0.4209974408
none,The applicants and their counsel were able to hear the interrogation by the investigating judge and to ask questions of their own.,0,1017,0,1,0,130,22,0.496319592
none,"The applicants argued that if the 's-Hertogenbosch Court of Appeal had not relied on the statements of the anonymous police officers, there",0,1052,0,1,0,139,23,0.3957250714
none,The applicants further submit that Article 2 (Art.,0,1205,0,5,0,50,8,0.283293426
none,The applicants have contended that the Inspectors' report made statements about them which amounted to findings of criminal conduct.,0,1143,0,1,0,132,19,0.5795174241
none,The applicants in those.,0,1201,0,5,0,24,4,0.3602427244
none,The applicants submitted that on 6 June 1995 the first applicant was taken before the public prosecutor for interrogation concerning his application with the Commission.,0,834,0,1,0,169,25,0.365876615
none,"The application,
 however, was lodged with the Commission on 16 November 1992.",0,1340,0,1,0,78,12,0.3901022375
none,The burden of proof remained throughout on the.,0,1228,0,2,0,47,8,0.3402233422
none,"The case could have been looked at differently, both in domestic law and subsequently under the Convention.",0,669,0,1,0,107,17,0.456941396
none,The certificates issued by the Secretary.,0,1202,0,4,0,41,6,0.3352920413
none,"The complaint made before the Commission must also have been raised, at least in substance, during the proceedings in question.",0,16,0,1,0,127,20,0.4295507371
none,"The complaint made before the Commission must also have been raised, at least in substance, during the proceedings in question.",0,23,0,1,0,127,20,0.4295507371
none,The concept of private life cannot be stretched indefinitely.,0,662,0,1,0,61,10,0.4548963904
none,The contested limitation was thus concerned with an investigation of circumstances offered to public scrutiny by persons who had themselves sought a public profile through their bid to take over a large public company.,0,441,0,1,0,218,34,0.4624539316
none,The convictions were not based solely upon the statements of anonymous witnesses.,0,1034,0,1,0,81,12,0.486887753
none,The court proceedings involving three courts and two oral.,0,1306,0,2,0,58,9,0.3345424235
none,"The dangers of unrestrained permissiveness, which can lead to debauchery, paedophilia (see paragraph 11 of the judgment) or the torture of others, were highlighted at the Stockholm World Conference.",0,674,0,1,0,198,29,0.6965680122
none,"The decision on appeal was delivered on 2 April 2001, long after the sentence had been served.",0,1526,0,1,0,94,17,0.4695362151
none,The difference in this respect between the position in.,0,1231,0,4,0,55,9,0.3112102747
none,"The discriminatory element derives, inter alia, from the.",0,1233,0,5,0,57,8,0.4226416051
none,"The extent of insult to religious feelings must be significant, as is clear from the use by the courts of the adjectives ""contemptuous"", ""reviling"", ""scurrilous"", ""ludicrous"" to depict material of a sufficient degree of offensiveness.",0,1902,0,1,0,234,35,0.5171924233
none,The extent to which English law protects other beliefs is not in issue before the Court which must confine its attention to the case before it,0,1836,0,1,0,142,26,0.4633436501
none,The extent to which English law protects other beliefs is not in issue before the Court which must confine its attention to the case before it,0,1838,0,1,0,142,26,0.4633436501
none,The extremely wide powers which he had enjoyed by virtue of his position had given him greater opportunities to abscond or commit further offences than he would have had otherwise.,0,893,0,1,0,180,30,0.5445690751
none,The fact that the behaviour concerned takes place on private premises does not suffice to ensure complete immunity and impunity.,0,664,0,1,0,128,20,0.5979968905
none,The facts of this case do not disclose any mutual agreement between the applicant and his wife.,0,178,0,1,0,95,17,0.5656645298
none,The fine imposed upon him was at the lower end of the scale of sanctions applicable to Article 266 (b) offences,0,700,0,1,0,111,21,0.5104771256
none,The first and the second applicant complain that the first.,0,1270,0,3,0,59,10,0.2832536399
none,The first applicant had to sign his statement under pressure and stated that he would retract his application.,0,836,0,1,0,110,18,0.4728583097
