,id,argument,argument_id,name,argument_pegasus
607,608,"Furthermore, after the tariff period has elapsed, not only the prisoner’s dangerousness but also the acceptability to the public of his early release must be considered with a view to maintaining public confidence in the system of criminal justice (see paragraph 32 above).",608,16.txt,The early release of a prisoner who has been convicted of a serious crime and who has served half of his sentence must be done in the interests of public safety.
608,609,"It was further contended that, apart from the fact that persons sentenced to detention during Her Majesty’s pleasure would not be detained in a prison during the early stages of their detention but in a special institution for young offenders, the sentence was nothing more than the statutory equivalent for young persons of the mandatory life sentence for adults.",609,16.txt,The Court of Appeal has rejected an appeal by the Ministry of Justice against a decision by the High Court to quash a detention sentence imposed on a young offender on the grounds that it was disproportionate.
609,610," Nevertheless, important as these arguments may be for the understanding of the sentence of detention under section 53 in English law, the decisive issue in the present context is whether the nature and, above all, the purpose of that sentence are such as to require the lawfulness of the continued detention to be examined by a court satisfying the requirements of Article 5 para. 4 (art. 5-4).",610,16.txt,The Court of Appeal's decision in the case of al-Qaeda in the Arabian Peninsula ( AQAP) v Metropolitan Police Service (MPS) is likely to have implications for the law of detention in England and Wales.
610,611,It is recalled that the applicant was sentenced to be detained during Her Majesty’s pleasure because of his young age at the time of the commission of the offence.,611,16.txt,The Court of Appeal has rejected an appeal by a 15-year-old boy against a decision to release him on probation.
611,612,"In the case of young persons convicted of serious crimes, the corresponding sentence undoubtedly contains a punitive element and accordingly a tariff is set to reflect the requirements of retribution and deterrence. ",612,16.txt,The Court of Appeal has upheld the decision of the Court of Appeal in the case of a 15-year-old boy who was sent to a young offenders' institution after pleading guilty to a charge of grievous bodily harm.
612,613,"However an indeterminate term of detention for a convicted young person, which may be as long as that person’s life, can only be justified by considerations based on the need to protect the public.",613,16.txt,It is not unlawful for a person under the age of 18 to be detained indefinitely.
613,614,"These considerations, centred on an assessment of the young offender’s character and mental state and of his or her resulting dangerousness to society, must of necessity take into account any developments in the young offender’s personality and attitude as he or she grows older.",614,16.txt,The sentencing of young offenders in England and Wales is influenced by a number of considerations.
614,615,"A failure to have regard to the changes that inevitably occur with maturation would mean that young persons detained under section 53 would be treated as having forfeited their liberty for the rest of their lives, a situation which, as the applicant and the Delegate of the Commission pointed out, might give rise to questions under Article 3 (art. 3) of the Convention.",615,16.txt,The European Court of Human Rights has held that section 53 of the European Convention on Human Rights (ECHR) does not apply to children under the age of 18.
615,616,"The Court notes at the outset that, as has been commonly accepted, the central issue in the present case is whether detention during Her Majesty’s pleasure, given its nature and purpose, should be assimilated, under the case-law on the Convention, to a mandatory sentence of life imprisonment or rather to a discretionary sentence of life imprisonment.",616,16.txt,"In this case, the Court of Appeal considers whether detention during Her Majesty’s pleasure, given its nature and purpose, should be assimilated, under the case-law on the Convention on the Rights of the Child, to a mandatory sentence of life imprisonment or rather to a discretionary sentence of life imprisonment."
616,617,"In dealing with this issue the Court must therefore decide whether the substance of a sentence of detention under section 53 is more closely related to that at the heart of the cases of Weeks v. the United Kingdom (judgment of 2 March 1987, Series A no. 114) and Thynne, Wilson and Gunnell (cited above at paragraph 34) or to that in the more recent case of Wynne v. the United Kingdom (cited at paragraph 47).",617,16.txt,The Court of Appeal has been asked to decide whether a sentence of detention under section 53 of the Terrorism Act is more closely related to that in the more recent cases of Weeks and Thynne than to that in the more recent cases of Wynne and Thynne.
